row_abs,keywords_llm,raw_response
1666,"[""image compression"", ""wavelet design"", ""perceptual quality"", ""filter optimization"", ""image coding""]","{""keywords"": [""image compression"", ""wavelet design"", ""perceptual quality"", ""filter optimization"", ""image coding""]}"
1667,"[""induction machine"", ""sliding mode control"", ""speed estimation"", ""field oriented control"", ""sensorless control""]","{""keywords"": [""induction machine"", ""sliding mode control"", ""speed estimation"", ""field oriented control"", ""sensorless control""]}"
1668,"[""real time systems"", ""worldfip protocol"", ""schedulability analysis"", ""network devices"", ""traffic control""]","{""keywords"": [""real time systems"", ""worldfip protocol"", ""schedulability analysis"", ""network devices"", ""traffic control""]}"
1669,"[""switch mode converters"", ""robust stability analysis"", ""uncertainty models"", ""dc dc converters"", ""control analysis""]","{""keywords"": [""switch mode converters"", ""robust stability analysis"", ""uncertainty models"", ""dc dc converters"", ""control analysis""]}"
1670,"[""voltage control"", ""line conditioner"", ""pulse width modulation"", ""ac chopper"", ""output voltage regulation""]","{""keywords"": [""voltage control"", ""line conditioner"", ""pulse width modulation"", ""ac chopper"", ""output voltage regulation""]}"
1671,"[""telecom service"", ""anti spam law"", ""utah legislation"", ""sprint lawsuit"", ""regulatory action""]","{""keywords"": [""telecom service"", ""anti spam law"", ""utah legislation"", ""sprint lawsuit"", ""regulatory action""]}"
1672,"[""it security"", ""end user"", ""e commerce"", ""hacker attacks"", ""corporate attention""]","{""keywords"": [""it security"", ""end user"", ""e commerce"", ""hacker attacks"", ""corporate attention""]}"
1673,"[""digital controllers"", ""stochastic logic"", ""boolean algebra"", ""analog operations"", ""signal processors""]","{""keywords"": [""digital controllers"", ""stochastic logic"", ""boolean algebra"", ""analog operations"", ""signal processors""]}"
1674,"[""voltage source converter"", ""motor control"", ""high dynamic system"", ""synchronous motor"", ""dc link voltage""]","{""keywords"": [""voltage source converter"", ""motor control"", ""high dynamic system"", ""synchronous motor"", ""dc link voltage""]}"
1675,"[""flexible ac transmission"", ""power converter topologies"", ""multilevel inverters"", ""dc link control"", ""capacitor sizing""]","{""keywords"": [""flexible ac transmission"", ""power converter topologies"", ""multilevel inverters"", ""dc link control"", ""capacitor sizing""]}"
1676,"[""torque ripple"", ""inverter drive"", ""induction motor"", ""direct self control"", ""medium voltage""]","{""keywords"": [""torque ripple"", ""inverter drive"", ""induction motor"", ""direct self control"", ""medium voltage""]}"
1677,"[""flying capacitors"", ""voltage control"", ""multicell converters"", ""output waveforms"", ""capacitor voltages""]","{""keywords"": [""flying capacitors"", ""voltage control"", ""multicell converters"", ""output waveforms"", ""capacitor voltages""]}"
1678,"[""multilevel converters"", ""power electronics"", ""variable speed drives"", ""torque control"", ""semiconductors""]","{""keywords"": [""multilevel converters"", ""power electronics"", ""variable speed drives"", ""torque control"", ""semiconductors""]}"
1679,"[""modular drives"", ""medium voltage"", ""induction motor"", ""reliability enhancement"", ""control systems""]","{""keywords"": [""modular drives"", ""medium voltage"", ""induction motor"", ""reliability enhancement"", ""control systems""]}"
1680,"[""vector algebra"", ""geometry theorems"", ""plane geometry"", ""quadrilateral properties"", ""mathematical proofs""]","{""keywords"": [""vector algebra"", ""geometry theorems"", ""plane geometry"", ""quadrilateral properties"", ""mathematical proofs""]}"
1681,"[""nonlinear complementarity problem"", ""sufficient conditions"", ""nonemptiness"", ""boundedness"", ""exceptional family""]","{""keywords"": [""nonlinear complementarity problem"", ""sufficient conditions"", ""nonemptiness"", ""boundedness"", ""exceptional family""]}"
1682,"[""evolutionary programming"", ""mutation operator"", ""continuous function"", ""cooperative mutation"", ""local minima""]","{""keywords"": [""evolutionary programming"", ""mutation operator"", ""continuous function"", ""cooperative mutation"", ""local minima""]}"
1683,"[""computer attitudes"", ""technical colleges"", ""non computing students"", ""computer experience"", ""educational qualification""]","{""keywords"": [""computer attitudes"", ""technical colleges"", ""non computing students"", ""computer experience"", ""educational qualification""]}"
1684,"[""simulation metamodel"", ""independent variables"", ""regression function"", ""queuing system"", ""optimal allocation""]","{""keywords"": [""simulation metamodel"", ""independent variables"", ""regression function"", ""queuing system"", ""optimal allocation""]}"
1685,"[""bivariate dependence"", ""convex order"", ""probability measures"", ""multivariate analysis"", ""weak convergence""]","{""keywords"": [""bivariate dependence"", ""convex order"", ""probability measures"", ""multivariate analysis"", ""weak convergence""]}"
1686,"[""discrete time"", ""multiserver queue"", ""waiting time distribution"", ""correlated arrivals"", ""deterministic service""]","{""keywords"": [""discrete time"", ""multiserver queue"", ""waiting time distribution"", ""correlated arrivals"", ""deterministic service""]}"
1687,"[""dial a ride systems"", ""vehicle dispatching"", ""routing problems"", ""scheduling constraints"", ""feasibility testing""]","{""keywords"": [""dial a ride systems"", ""vehicle dispatching"", ""routing problems"", ""scheduling constraints"", ""feasibility testing""]}"
1688,"[""planar graphs"", ""graph embeddings"", ""long face cycles"", ""np completeness"", ""face cycles""]","{""keywords"": [""planar graphs"", ""graph embeddings"", ""long face cycles"", ""np completeness"", ""face cycles""]}"
1689,"[""quadratic knapsack problem"", ""series parallel graphs"", ""dynamic programming"", ""pseudo polynomial time"", ""np completeness""]","{""keywords"": [""quadratic knapsack problem"", ""series parallel graphs"", ""dynamic programming"", ""pseudo polynomial time"", ""np completeness""]}"
1690,"[""location theory"", ""ordered median"", ""objective function"", ""polynomial time algorithms"", ""complexity analysis""]","{""keywords"": [""location theory"", ""ordered median"", ""objective function"", ""polynomial time algorithms"", ""complexity analysis""]}"
1691,"[""network simplex algorithm"", ""degenerate pivots"", ""minimum cost flow"", ""anti stalling rule"", ""negative cost augmenting cycle""]","{""keywords"": [""network simplex algorithm"", ""degenerate pivots"", ""minimum cost flow"", ""anti stalling rule"", ""negative cost augmenting cycle""]}"
1692,"[""water management"", ""information system"", ""decision support"", ""water control"", ""data analysis""]","{""keywords"": [""water management"", ""information system"", ""decision support"", ""water control"", ""data analysis""]}"
1693,"[""network security"", ""terror groups"", ""al qaeda"", ""cyber threats"", ""counter terrorism""]","{""keywords"": [""network security"", ""terror groups"", ""al qaeda"", ""cyber threats"", ""counter terrorism""]}"
1694,"[""technology training"", ""business environment"", ""end user"", ""training strategy"", ""organizational development""]","{""keywords"": [""technology training"", ""business environment"", ""end user"", ""training strategy"", ""organizational development""]}"
1695,"[""computer monitors"", ""display technology"", ""crt survey"", ""monitor comparison"", ""flat screen displays""]","{""keywords"": [""computer monitors"", ""display technology"", ""crt survey"", ""monitor comparison"", ""flat screen displays""]}"
1696,"[""fuel rod assemblies"", ""reflooding process"", ""countercurrent flow"", ""loss of coolant accident"", ""cooling efficiency""]","{""keywords"": [""fuel rod assemblies"", ""reflooding process"", ""countercurrent flow"", ""loss of coolant accident"", ""cooling efficiency""]}"
1697,"[""power equipment"", ""monitoring systems"", ""firmware system"", ""power industry"", ""automation technology""]","{""keywords"": [""power equipment"", ""monitoring systems"", ""firmware system"", ""power industry"", ""automation technology""]}"
1698,"[""erosion corrosion"", ""two phase flows"", ""power equipment"", ""thermal power stations"", ""nuclear power stations""]","{""keywords"": [""erosion corrosion"", ""two phase flows"", ""power equipment"", ""thermal power stations"", ""nuclear power stations""]}"
1699,"[""separately managed accounts"", ""investment management"", ""banking services"", ""outsourcing"", ""financial technology""]","{""keywords"": [""separately managed accounts"", ""investment management"", ""banking services"", ""outsourcing"", ""financial technology""]}"
1700,"[""account aggregation"", ""financial data"", ""customer investment"", ""back office"", ""financial services""]","{""keywords"": [""account aggregation"", ""financial data"", ""customer investment"", ""back office"", ""financial services""]}"
1701,"[""financial sector"", ""web services"", ""customer management"", ""finance technology"", ""banking operations""]","{""keywords"": [""financial sector"", ""web services"", ""customer management"", ""finance technology"", ""banking operations""]}"
1702,"[""telecom carriers"", ""bankruptcy"", ""industry economics"", ""market change"", ""business strategy""]","{""keywords"": [""telecom carriers"", ""bankruptcy"", ""industry economics"", ""market change"", ""business strategy""]}"
1703,"[""telecom carriers"", ""purchasing process"", ""economic constraints"", ""financial struggles"", ""purchasing habits""]","{""keywords"": [""telecom carriers"", ""purchasing process"", ""economic constraints"", ""financial struggles"", ""purchasing habits""]}"
1704,"[""information technology"", ""small business owners"", ""attitude towards technology"", ""entrepreneurial management"", ""it implementation""]","{""keywords"": [""information technology"", ""small business owners"", ""attitude towards technology"", ""entrepreneurial management"", ""it implementation""]}"
1705,"[""internet backbone network"", ""survivable networks"", ""traffic behavior"", ""routing protocols"", ""network design""]","{""keywords"": [""internet backbone network"", ""survivable networks"", ""traffic behavior"", ""routing protocols"", ""network design""]}"
1706,"[""video distribution"", ""bandwidth estimation"", ""multimedia applications"", ""quality of service"", ""variable bit rate""]","{""keywords"": [""video distribution"", ""bandwidth estimation"", ""multimedia applications"", ""quality of service"", ""variable bit rate""]}"
1707,"[""web caching"", ""cooperative caching"", ""network traffic"", ""cache architecture"", ""network performance""]","{""keywords"": [""web caching"", ""cooperative caching"", ""network traffic"", ""cache architecture"", ""network performance""]}"
1708,"[""voice over ip"", ""network implementation"", ""local area network"", ""wide area network"", ""telecommunication system""]","{""keywords"": [""voice over ip"", ""network implementation"", ""local area network"", ""wide area network"", ""telecommunication system""]}"
1709,"[""web services"", ""database software"", ""integration technology"", ""application software"", ""rival vendors""]","{""keywords"": [""web services"", ""database software"", ""integration technology"", ""application software"", ""rival vendors""]}"
1710,"[""policing technology"", ""information systems"", ""national basis"", ""component based technology"", ""law enforcement""]","{""keywords"": [""policing technology"", ""information systems"", ""national basis"", ""component based technology"", ""law enforcement""]}"
1711,"[""telecom industry"", ""china telecom"", ""foreign investment"", ""world trade organisation"", ""domestic sector""]","{""keywords"": [""telecom industry"", ""china telecom"", ""foreign investment"", ""world trade organisation"", ""domestic sector""]}"
1712,"[""mobile telephony"", ""branding strategy"", ""international business"", ""telecommunication industry"", ""market consolidation""]","{""keywords"": [""mobile telephony"", ""branding strategy"", ""international business"", ""telecommunication industry"", ""market consolidation""]}"
1713,"[""third generation networks"", ""network rollout"", ""european market"", ""telecommunication technology"", ""mobile communication""]","{""keywords"": [""third generation networks"", ""network rollout"", ""european market"", ""telecommunication technology"", ""mobile communication""]}"
1714,"[""mobile phone"", ""recyclable technology"", ""niche markets"", ""sustainable devices"", ""consumer electronics""]","{""keywords"": [""mobile phone"", ""recyclable technology"", ""niche markets"", ""sustainable devices"", ""consumer electronics""]}"
1715,"[""computer supported cooperative working"", ""information systems"", ""meta analysis"", ""case studies"", ""activity theory""]","{""keywords"": [""computer supported cooperative working"", ""information systems"", ""meta analysis"", ""case studies"", ""activity theory""]}"
1716,"[""third generation service"", ""financial planning"", ""european operators"", ""malaysian model"", ""mobile technology""]","{""keywords"": [""third generation service"", ""financial planning"", ""european operators"", ""malaysian model"", ""mobile technology""]}"
1717,"[""telecommunication technology"", ""licence holders"", ""saturated markets"", ""mobile operations"", ""unproven technology""]","{""keywords"": [""telecommunication technology"", ""licence holders"", ""saturated markets"", ""mobile operations"", ""unproven technology""]}"
1718,"[""international telecommunication"", ""internet addressing"", ""secretary general"", ""telecommunication union"", ""telephone technology""]","{""keywords"": [""international telecommunication"", ""internet addressing"", ""secretary general"", ""telecommunication union"", ""telephone technology""]}"
1719,"[""mobile satellite"", ""phone services"", ""consumer technology"", ""regional market"", ""telecommunication industry""]","{""keywords"": [""mobile satellite"", ""phone services"", ""consumer technology"", ""regional market"", ""telecommunication industry""]}"
1720,"[""virtual networks"", ""corporate sector"", ""network operators"", ""virtual victory"", ""telecommunications""]","{""keywords"": [""virtual networks"", ""corporate sector"", ""network operators"", ""virtual victory"", ""telecommunications""]}"
1721,"[""brain architecture"", ""spatial normalization"", ""affine transformation"", ""feature similarity"", ""schizophrenia detection""]","{""keywords"": [""brain architecture"", ""spatial normalization"", ""affine transformation"", ""feature similarity"", ""schizophrenia detection""]}"
1722,"[""pediatric echocardiograms"", ""congenital heart disease"", ""real time transmission"", ""remote diagnosis"", ""isdn line""]","{""keywords"": [""pediatric echocardiograms"", ""congenital heart disease"", ""real time transmission"", ""remote diagnosis"", ""isdn line""]}"
1723,"[""cardiovascular physiology"", ""heart function"", ""electronic circuit"", ""ventricular capacitance"", ""cardiac output""]","{""keywords"": [""cardiovascular physiology"", ""heart function"", ""electronic circuit"", ""ventricular capacitance"", ""cardiac output""]}"
1724,"[""cardiovascular system"", ""hypertensive situation"", ""hemodynamic changes"", ""baroregulation function"", ""cardiovascular model""]","{""keywords"": [""cardiovascular system"", ""hypertensive situation"", ""hemodynamic changes"", ""baroregulation function"", ""cardiovascular model""]}"
1725,"[""coronary artery"", ""hemodynamic parameters"", ""stenosis severity"", ""blood flow modeling"", ""vascular autoregulation""]","{""keywords"": [""coronary artery"", ""hemodynamic parameters"", ""stenosis severity"", ""blood flow modeling"", ""vascular autoregulation""]}"
1726,"[""auto attendant system"", ""dialog structure"", ""speech recognition"", ""natural interaction"", ""portable system""]","{""keywords"": [""auto attendant system"", ""dialog structure"", ""speech recognition"", ""natural interaction"", ""portable system""]}"
1727,"[""brain segmentation"", ""magnetic resonance imaging"", ""cerebrum extraction"", ""image processing"", ""neuroimaging analysis""]","{""keywords"": [""brain segmentation"", ""magnetic resonance imaging"", ""cerebrum extraction"", ""image processing"", ""neuroimaging analysis""]}"
1728,"[""latent variables"", ""regression analysis"", ""principal components"", ""spectral data"", ""linear model""]","{""keywords"": [""latent variables"", ""regression analysis"", ""principal components"", ""spectral data"", ""linear model""]}"
1729,"[""video signal processor"", ""high resolution display"", ""digital interface"", ""image quality"", ""video encoding""]","{""keywords"": [""video signal processor"", ""high resolution display"", ""digital interface"", ""image quality"", ""video encoding""]}"
1730,"[""dvd format"", ""media manufacturers"", ""digital video"", ""format war"", ""consumer electronics""]","{""keywords"": [""dvd format"", ""media manufacturers"", ""digital video"", ""format war"", ""consumer electronics""]}"
1731,"[""electronic records"", ""health records"", ""government project"", ""cradle to grave"", ""healthcare system""]","{""keywords"": [""electronic records"", ""health records"", ""government project"", ""cradle to grave"", ""healthcare system""]}"
1732,"[""ultrasonic investigation"", ""echographic system"", ""radiofrequency signal"", ""signal processing"", ""user interface""]","{""keywords"": [""ultrasonic investigation"", ""echographic system"", ""radiofrequency signal"", ""signal processing"", ""user interface""]}"
1733,"[""color flow mapping"", ""clutter rejection"", ""blood velocity"", ""tissue motion"", ""signal processing""]","{""keywords"": [""color flow mapping"", ""clutter rejection"", ""blood velocity"", ""tissue motion"", ""signal processing""]}"
1734,"[""ultrafast imaging"", ""motion vector estimation"", ""transient elastography"", ""shear wave propagation"", ""speckle tracking""]","{""keywords"": [""ultrafast imaging"", ""motion vector estimation"", ""transient elastography"", ""shear wave propagation"", ""speckle tracking""]}"
1735,"[""quantum resistor network"", ""electron waveguides"", ""quantum transport"", ""landauer buttiker theory"", ""electron wave computing""]","{""keywords"": [""quantum resistor network"", ""electron waveguides"", ""quantum transport"", ""landauer buttiker theory"", ""electron wave computing""]}"
1736,"[""mathematical properties"", ""dominant ahb"", ""concurrent convergence"", ""evaluation rules"", ""mathematical theory""]","{""keywords"": [""mathematical properties"", ""dominant ahb"", ""concurrent convergence"", ""evaluation rules"", ""mathematical theory""]}"
1737,"[""distributed consensus"", ""byzantine agreement"", ""fault tolerant systems"", ""network topology"", ""hybrid fault model""]","{""keywords"": [""distributed consensus"", ""byzantine agreement"", ""fault tolerant systems"", ""network topology"", ""hybrid fault model""]}"
1738,"[""fuzzy decision making"", ""multiple criteria decision"", ""ideal points"", ""fuzzy numbers"", ""ranking method""]","{""keywords"": [""fuzzy decision making"", ""multiple criteria decision"", ""ideal points"", ""fuzzy numbers"", ""ranking method""]}"
1739,"[""quantum lattice gas"", ""nuclear magnetic resonance"", ""diffusion equation"", ""quantum information processors"", ""fluid dynamics""]","{""keywords"": [""quantum lattice gas"", ""nuclear magnetic resonance"", ""diffusion equation"", ""quantum information processors"", ""fluid dynamics""]}"
1740,"[""quantum computing"", ""semiconductor structures"", ""nuclear spins"", ""decoherence time"", ""electron gas""]","{""keywords"": [""quantum computing"", ""semiconductor structures"", ""nuclear spins"", ""decoherence time"", ""electron gas""]}"
1741,"[""quantum computer"", ""nuclear spin"", ""full adder"", ""spin chain"", ""quantum simulation""]","{""keywords"": [""quantum computer"", ""nuclear spin"", ""full adder"", ""spin chain"", ""quantum simulation""]}"
1742,"[""lattice boltzmann equation"", ""quantum applications"", ""many body problems"", ""quantum computers"", ""simulations""]","{""keywords"": [""lattice boltzmann equation"", ""quantum applications"", ""many body problems"", ""quantum computers"", ""simulations""]}"
1743,"[""quantum computer"", ""fermion systems"", ""dynamical sign problem"", ""quantum algorithms"", ""algebraic approach""]","{""keywords"": [""quantum computer"", ""fermion systems"", ""dynamical sign problem"", ""quantum algorithms"", ""algebraic approach""]}"
1744,"[""quantum algorithms"", ""quantum computers"", ""classical systems"", ""lattice gas automata"", ""computational power""]","{""keywords"": [""quantum algorithms"", ""quantum computers"", ""classical systems"", ""lattice gas automata"", ""computational power""]}"
1745,"[""quantum computation"", ""physical modeling"", ""quantum mechanics"", ""many body dynamics"", ""classical computing""]","{""keywords"": [""quantum computation"", ""physical modeling"", ""quantum mechanics"", ""many body dynamics"", ""classical computing""]}"
1746,"[""voltage collapse"", ""critical lines"", ""power system"", ""transmission lines"", ""electrical network""]","{""keywords"": [""voltage collapse"", ""critical lines"", ""power system"", ""transmission lines"", ""electrical network""]}"
1747,"[""geometric error"", ""spatial occupancy"", ""polygonal surface"", ""scientific computing"", ""level of detail""]","{""keywords"": [""geometric error"", ""spatial occupancy"", ""polygonal surface"", ""scientific computing"", ""level of detail""]}"
1748,"[""wireless data"", ""mobile network"", ""cache management"", ""time to live"", ""communication cost""]","{""keywords"": [""wireless data"", ""mobile network"", ""cache management"", ""time to live"", ""communication cost""]}"
1749,"[""computer graphics"", ""visibility complex"", ""lighting simulation"", ""convex objects"", ""temporal visibility""]","{""keywords"": [""computer graphics"", ""visibility complex"", ""lighting simulation"", ""convex objects"", ""temporal visibility""]}"
1750,"[""color management"", ""printer color management"", ""colorimetric accuracy"", ""pareto optimal formulation"", ""ink mixing behavior""]","{""keywords"": [""color management"", ""printer color management"", ""colorimetric accuracy"", ""pareto optimal formulation"", ""ink mixing behavior""]}"
1751,"[""procedural solid texturing"", ""texture atlas"", ""graphics hardware"", ""real time rendering"", ""multiresolution mapping""]","{""keywords"": [""procedural solid texturing"", ""texture atlas"", ""graphics hardware"", ""real time rendering"", ""multiresolution mapping""]}"
1752,"[""surface simplification"", ""topology reduction"", ""volumetric representation"", ""3d model"", ""mechanical assemblies""]","{""keywords"": [""surface simplification"", ""topology reduction"", ""volumetric representation"", ""3d model"", ""mechanical assemblies""]}"
1753,"[""web accessibility"", ""disability support"", ""inclusive design"", ""accessibility problems"", ""assistive technology""]","{""keywords"": [""web accessibility"", ""disability support"", ""inclusive design"", ""accessibility problems"", ""assistive technology""]}"
1754,"[""disability services"", ""information centers"", ""special libraries"", ""deaf blind children"", ""federal funding""]","{""keywords"": [""disability services"", ""information centers"", ""special libraries"", ""deaf blind children"", ""federal funding""]}"
1755,"[""hearing impairment"", ""deaf community"", ""communication context"", ""american sign language"", ""information access""]","{""keywords"": [""hearing impairment"", ""deaf community"", ""communication context"", ""american sign language"", ""information access""]}"
1756,"[""visually impaired"", ""communication techniques"", ""assistive technologies"", ""disability etiquette"", ""accessible media""]","{""keywords"": [""visually impaired"", ""communication techniques"", ""assistive technologies"", ""disability etiquette"", ""accessible media""]}"
1757,"[""disability access"", ""information services"", ""ada legislation"", ""public places"", ""accessibility needs""]","{""keywords"": [""disability access"", ""information services"", ""ada legislation"", ""public places"", ""accessibility needs""]}"
1758,"[""domestic computers"", ""internet use"", ""personal purposes"", ""computer users"", ""digital technology""]","{""keywords"": [""domestic computers"", ""internet use"", ""personal purposes"", ""computer users"", ""digital technology""]}"
1759,"[""genetic algorithms"", ""fuzzy optimization"", ""optimal profit"", ""business economics"", ""fuzzy demand""]","{""keywords"": [""genetic algorithms"", ""fuzzy optimization"", ""optimal profit"", ""business economics"", ""fuzzy demand""]}"
1760,"[""electronic cash"", ""payment system"", ""monetary policy"", ""computer security"", ""science and technology studies""]","{""keywords"": [""electronic cash"", ""payment system"", ""monetary policy"", ""computer security"", ""science and technology studies""]}"
1761,"[""internet governance"", ""technical coordination"", ""global public policy"", ""domain name system"", ""regulatory regime""]","{""keywords"": [""internet governance"", ""technical coordination"", ""global public policy"", ""domain name system"", ""regulatory regime""]}"
1762,"[""virtual community"", ""democratic process"", ""human agency"", ""technology criticism"", ""computer networks""]","{""keywords"": [""virtual community"", ""democratic process"", ""human agency"", ""technology criticism"", ""computer networks""]}"
1763,"[""internet development"", ""network society"", ""media control"", ""european union"", ""freedom of speech""]","{""keywords"": [""internet development"", ""network society"", ""media control"", ""european union"", ""freedom of speech""]}"
1764,"[""network installations"", ""server management"", ""remote management"", ""information technology"", ""technical support""]","{""keywords"": [""network installations"", ""server management"", ""remote management"", ""information technology"", ""technical support""]}"
1765,"[""wireless networks"", ""radio transmitters"", ""local area networks"", ""wireless communication"", ""networking technology""]","{""keywords"": [""wireless networks"", ""radio transmitters"", ""local area networks"", ""wireless communication"", ""networking technology""]}"
1766,"[""information technology"", ""hardware upgrades"", ""software replacement"", ""it consulting"", ""business costs""]","{""keywords"": [""information technology"", ""hardware upgrades"", ""software replacement"", ""it consulting"", ""business costs""]}"
1767,"[""customer relationship management"", ""business data"", ""company performance"", ""employee conversations"", ""data management""]","{""keywords"": [""customer relationship management"", ""business data"", ""company performance"", ""employee conversations"", ""data management""]}"
1768,"[""ray tracing"", ""newton method"", ""parametric surfaces"", ""bezier clipping"", ""intersection points""]","{""keywords"": [""ray tracing"", ""newton method"", ""parametric surfaces"", ""bezier clipping"", ""intersection points""]}"
1769,"[""data assimilation"", ""kalman filter"", ""forecasting models"", ""error forecasts"", ""local models""]","{""keywords"": [""data assimilation"", ""kalman filter"", ""forecasting models"", ""error forecasts"", ""local models""]}"
1770,"[""customer care"", ""crm solutions"", ""banking industry"", ""recession impact"", ""service improvement""]","{""keywords"": [""customer care"", ""crm solutions"", ""banking industry"", ""recession impact"", ""service improvement""]}"
1771,"[""electronic commerce"", ""commerce industry"", ""market trends"", ""business opportunities"", ""financial services""]","{""keywords"": [""electronic commerce"", ""commerce industry"", ""market trends"", ""business opportunities"", ""financial services""]}"
1772,"[""electrical insulation"", ""motor windings"", ""generator monitoring"", ""online monitoring"", ""rotor windings""]","{""keywords"": [""electrical insulation"", ""motor windings"", ""generator monitoring"", ""online monitoring"", ""rotor windings""]}"
1773,"[""lie algebra"", ""magnus series"", ""isospectral flow"", ""taylor expansion"", ""rooted trees""]","{""keywords"": [""lie algebra"", ""magnus series"", ""isospectral flow"", ""taylor expansion"", ""rooted trees""]}"
1774,"[""real analytic functions"", ""rational functions"", ""pfaffian functions"", ""iterated integration"", ""complexity theory""]","{""keywords"": [""real analytic functions"", ""rational functions"", ""pfaffian functions"", ""iterated integration"", ""complexity theory""]}"
1775,"[""quadratic convergence"", ""newton iteration"", ""polynomial equation"", ""jacobian matrix"", ""multiplicity of root""]","{""keywords"": [""quadratic convergence"", ""newton iteration"", ""polynomial equation"", ""jacobian matrix"", ""multiplicity of root""]}"
1776,"[""wavelet methods"", ""operator equations"", ""adaptive techniques"", ""euclidean metric"", ""numerical analysis""]","{""keywords"": [""wavelet methods"", ""operator equations"", ""adaptive techniques"", ""euclidean metric"", ""numerical analysis""]}"
1777,"[""interlibrary loan"", ""library staff"", ""user satisfaction"", ""workflow efficiency"", ""data management""]","{""keywords"": [""interlibrary loan"", ""library staff"", ""user satisfaction"", ""workflow efficiency"", ""data management""]}"
1778,"[""electronic reserves"", ""academic departments"", ""higher education"", ""library services"", ""learning technology""]","{""keywords"": [""electronic reserves"", ""academic departments"", ""higher education"", ""library services"", ""learning technology""]}"
1779,"[""global crossing"", ""bankrupt carrier"", ""telecommunications"", ""investors"", ""financial control""]","{""keywords"": [""global crossing"", ""bankrupt carrier"", ""telecommunications"", ""investors"", ""financial control""]}"
1780,"[""distributed database"", ""repetitive elements"", ""genome analysis"", ""data distribution"", ""database performance""]","{""keywords"": [""distributed database"", ""repetitive elements"", ""genome analysis"", ""data distribution"", ""database performance""]}"
1781,"[""electronic reserves"", ""library system"", ""university library"", ""implementation study"", ""campus library""]","{""keywords"": [""electronic reserves"", ""library system"", ""university library"", ""implementation study"", ""campus library""]}"
1782,"[""information service"", ""international customers"", ""document delivery"", ""technical information"", ""library services""]","{""keywords"": [""information service"", ""international customers"", ""document delivery"", ""technical information"", ""library services""]}"
1783,"[""electronic reserves"", ""library service"", ""copyright compliance"", ""academic libraries"", ""fair use""]","{""keywords"": [""electronic reserves"", ""library service"", ""copyright compliance"", ""academic libraries"", ""fair use""]}"
1784,"[""voltage stability"", ""wind turbine"", ""power grid"", ""blade angle control"", ""power system stability""]","{""keywords"": [""voltage stability"", ""wind turbine"", ""power grid"", ""blade angle control"", ""power system stability""]}"
1785,"[""voltage control"", ""wind turbines"", ""grid networks"", ""power generation"", ""electricity grid""]","{""keywords"": [""voltage control"", ""wind turbines"", ""grid networks"", ""power generation"", ""electricity grid""]}"
1786,"[""wind turbine systems"", ""linear controller design"", ""pitch angle control"", ""modern control theory"", ""optimal feedback control""]","{""keywords"": [""wind turbine systems"", ""linear controller design"", ""pitch angle control"", ""modern control theory"", ""optimal feedback control""]}"
1787,"[""flow measurement"", ""fluid mechanics"", ""fiscal transfers"", ""computer techniques"", ""electronics""]","{""keywords"": [""flow measurement"", ""fluid mechanics"", ""fiscal transfers"", ""computer techniques"", ""electronics""]}"
1788,"[""integrated optical metrology"", ""transistor gate"", ""critical dimension"", ""etch control"", ""lithography tools""]","{""keywords"": [""integrated optical metrology"", ""transistor gate"", ""critical dimension"", ""etch control"", ""lithography tools""]}"
1789,"[""power systems"", ""control logic"", ""valve operation"", ""transient stability"", ""turbine power""]","{""keywords"": [""power systems"", ""control logic"", ""valve operation"", ""transient stability"", ""turbine power""]}"
1790,"[""direct current"", ""stage lighting"", ""power distribution"", ""theater district"", ""incandescent lamps""]","{""keywords"": [""direct current"", ""stage lighting"", ""power distribution"", ""theater district"", ""incandescent lamps""]}"
1791,"[""longest common subsequence"", ""systolic algorithm"", ""multicomputers"", ""string length"", ""efficient computation""]","{""keywords"": [""longest common subsequence"", ""systolic algorithm"", ""multicomputers"", ""string length"", ""efficient computation""]}"
1792,"[""business suite"", ""oracle software"", ""small business"", ""web offering"", ""var interest""]","{""keywords"": [""business suite"", ""oracle software"", ""small business"", ""web offering"", ""var interest""]}"
1793,"[""tax preparation"", ""software vendors"", ""web integration"", ""tax season"", ""enhancements""]","{""keywords"": [""tax preparation"", ""software vendors"", ""web integration"", ""tax season"", ""enhancements""]}"
1794,"[""back office"", ""web integration"", ""company management"", ""information technology"", ""business operations""]","{""keywords"": [""back office"", ""web integration"", ""company management"", ""information technology"", ""business operations""]}"
1795,"[""gaussian quadratures"", ""exponential functions"", ""bandlimited functions"", ""toeplitz matrix"", ""interpolation methods""]","{""keywords"": [""gaussian quadratures"", ""exponential functions"", ""bandlimited functions"", ""toeplitz matrix"", ""interpolation methods""]}"
1796,"[""image deblurring"", ""wavelet packet"", ""convolution operator"", ""total variation"", ""variational method""]","{""keywords"": [""image deblurring"", ""wavelet packet"", ""convolution operator"", ""total variation"", ""variational method""]}"
1797,"[""wavelet frames"", ""dual frame"", ""wavelet theory"", ""signal processing"", ""mathematics""]","{""keywords"": [""wavelet frames"", ""dual frame"", ""wavelet theory"", ""signal processing"", ""mathematics""]}"
1798,"[""constraint satisfaction problems"", ""filtering techniques"", ""numeric csp"", ""interval analysis"", ""artificial intelligence""]","{""keywords"": [""constraint satisfaction problems"", ""filtering techniques"", ""numeric csp"", ""interval analysis"", ""artificial intelligence""]}"
